org,dep,budget_type,amount
สำนักงานเขตราชเทวี,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,6021300.0
สำนักงานเขตราชเทวี,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,32427400.0
สำนักงานเขตราชเทวี,แผนงานพัฒนาชุมชน,ประจำ,24753500.0
สำนักงานเขตราชเทวี,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5300600.0
สำนักงานเขตราชเทวี,แผนงานบริหารการศึกษา,ประจำ,24536100.0
สำนักงานเขตคลองเตย,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,29963400.0
สำนักงานเขตคลองเตย,แผนงานบริหารการคลัง,ประจำ,9741700.0
สำนักงานเขตคลองเตย,แผนงานรักษาความสะอาด,ประจำ,170532500.0
สำนักงานเขตคลองเตย,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,22908500.0
สำนักงานเขตคลองเตย,แผนงานการโยธา,ประจำ,35015280.0
สำนักงานเขตคลองเตย,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,10911300.0
สำนักงานเขตคลองเตย,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,24101500.0
สำนักงานเขตคลองเตย,แผนงานพัฒนาชุมชน,ประจำ,45283500.0
สำนักงานเขตคลองเตย,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,6045300.0
สำนักงานเขตคลองเตย,แผนงานบริหารการศึกษา,ประจำ,31359020.0
สำนักงานเขตประเวศ,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,55916700.0
สำนักงานเขตประเวศ,แผนงานบริหารการคลัง,ประจำ,11408800.0
สำนักงานเขตประเวศ,แผนงานรักษาความสะอาด,ประจำ,132682200.0
สำนักงานเขตประเวศ,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,16283000.0
สำนักงานเขตประเวศ,แผนงานการโยธา,ประจำ,133763200.0
สำนักงานเขตประเวศ,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,36937200.0
สำนักงานเขตประเวศ,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,30043400.0
สำนักงานเขตประเวศ,แผนงานพัฒนาชุมชน,ประจำ,31541900.0
สำนักงานเขตประเวศ,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5421900.0
สำนักงานเขตประเวศ,แผนงานบริหารการศึกษา,ประจำ,130809700.0
สำนักงานเขตบางพลัด,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,26084200.0
สำนักงานเขตบางพลัด,แผนงานบริหารการคลัง,ประจำ,12881400.0
สำนักงานเขตบางพลัด,แผนงานรักษาความสะอาด,ประจำ,113032800.0
สำนักงานเขตบางพลัด,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,16780700.0
สำนักงานเขตบางพลัด,แผนงานการโยธา,ประจำ,13720000.0
สำนักงานเขตบางพลัด,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,24454200.0
สำนักงานเขตบางพลัด,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,13786200.0
สำนักงานเขตบางพลัด,แผนงานพัฒนาชุมชน,ประจำ,31708400.0
สำนักงานเขตบางพลัด,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5578500.0
สำนักงานเขตบางพลัด,แผนงานบริหารการศึกษา,ประจำ,53847400.0
สำนักงานเขตจอมทอง,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,27366300.0
สำนักงานเขตจอมทอง,แผนงานบริหารการคลัง,ประจำ,11838300.0
สำนักงานเขตจอมทอง,แผนงานรักษาความสะอาด,ประจำ,143871800.0
สำนักงานเขตจอมทอง,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,22857100.0
สำนักงานเขตจอมทอง,แผนงานการโยธา,ประจำ,24848300.0
สำนักงานเขตจอมทอง,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,20442600.0
สำนักงานเขตจอมทอง,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,21374700.0
สำนักงานเขตจอมทอง,แผนงานพัฒนาชุมชน,ประจำ,19379500.0
สำนักงานเขตจอมทอง,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,6505100.0
สำนักงานเขตจอมทอง,แผนงานบริหารการศึกษา,ประจำ,98038300.0
สำนักงานเขตดินแดง,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,25931600.0
สำนักงานเขตดินแดง,แผนงานบริหารการคลัง,ประจำ,11551800.0
สำนักงานเขตดินแดง,แผนงานรักษาความสะอาด,ประจำ,145317600.0
สำนักงานเขตดินแดง,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,20564400.0
สำนักงานเขตดินแดง,แผนงานการโยธา,ประจำ,19108200.0
สำนักงานเขตดินแดง,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,10834600.0
สำนักงานเขตดินแดง,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,18704500.0
สำนักงานเขตดินแดง,แผนงานพัฒนาชุมชน,ประจำ,18361800.0
สำนักงานเขตดินแดง,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,6068300.0
สำนักงานเขตดินแดง,แผนงานบริหารการศึกษา,ประจำ,54561200.0
สำนักงานเขตสวนหลวง,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,27204700.0
สำนักงานเขตสวนหลวง,แผนงานบริหารการคลัง,ประจำ,11602800.0
สำนักงานเขตสวนหลวง,แผนงานรักษาความสะอาด,ประจำ,133244700.0
สำนักงานเขตสวนหลวง,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,19177700.0
สำนักงานเขตสวนหลวง,แผนงานการโยธา,ประจำ,25281100.0
สำนักงานเขตสวนหลวง,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,19141800.0
สำนักงานเขตสวนหลวง,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,23565000.0
สำนักงานเขตสวนหลวง,แผนงานพัฒนาชุมชน,ประจำ,36658600.0
สำนักงานเขตสวนหลวง,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,6171300.0
สำนักงานเขตสวนหลวง,แผนงานบริหารการศึกษา,ประจำ,69917300.0
สำนักงานเขตวัฒนา,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,32624000.0
สำนักงานเขตวัฒนา,แผนงานบริหารการคลัง,ประจำ,11486300.0
สำนักงานเขตวัฒนา,แผนงานรักษาความสะอาด,ประจำ,137194100.0
สำนักงานเขตวัฒนา,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,20076300.0
สำนักงานเขตวัฒนา,แผนงานการโยธา,ประจำ,45319600.0
สำนักงานเขตวัฒนา,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,10265700.0
สำนักงานเขตวัฒนา,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,12906200.0
สำนักงานเขตวัฒนา,แผนงานพัฒนาชุมชน,ประจำ,13428600.0
สำนักงานเขตวัฒนา,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,7651200.0
สำนักงานเขตวัฒนา,แผนงานบริหารการศึกษา,ประจำ,50802000.0
สำนักงานเขตบางแค,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,26959100.0
สำนักงานเขตบางแค,แผนงานบริหารการคลัง,ประจำ,11313300.0
สำนักงานเขตบางแค,แผนงานรักษาความสะอาด,ประจำ,147926300.0
สำนักงานเขตบางแค,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,23186200.0
สำนักงานเขตบางแค,แผนงานการโยธา,ประจำ,46123200.0
สำนักงานเขตบางแค,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,33592500.0
สำนักงานเขตบางแค,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,37976000.0
สำนักงานเขตบางแค,แผนงานพัฒนาชุมชน,ประจำ,27781400.0
สำนักงานเขตบางแค,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,6743700.0
สำนักงานเขตบางแค,แผนงานบริหารการศึกษา,ประจำ,116158700.0
สำนักงานเขตหลักสี่,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,38698900.0
สำนักงานเขตหลักสี่,แผนงานบริหารการคลัง,ประจำ,10601000.0
สำนักงานเขตหลักสี่,แผนงานรักษาความสะอาด,ประจำ,111476600.0
สำนักงานเขตหลักสี่,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,13082900.0
สำนักงานเขตหลักสี่,แผนงานการโยธา,ประจำ,48730500.0
สำนักงานเขตหลักสี่,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,13930900.0
สำนักงานเขตหลักสี่,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,22011200.0
สำนักงานเขตหลักสี่,แผนงานพัฒนาชุมชน,ประจำ,27961600.0
สำนักงานเขตหลักสี่,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,6154600.0
สำนักงานเขตหลักสี่,แผนงานบริหารการศึกษา,ประจำ,54240800.0
สำนักงานเขตสายไหม,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,30451800.0
สำนักงานเขตสายไหม,แผนงานบริหารการคลัง,ประจำ,9787300.0
สำนักงานเขตสายไหม,แผนงานรักษาความสะอาด,ประจำ,100653100.0
สำนักงานเขตสายไหม,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,13716500.0
สำนักงานเขตสายไหม,แผนงานการโยธา,ประจำ,70118100.0
สำนักงานเขตสายไหม,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,19073900.0
สำนักงานเขตสายไหม,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,18439800.0
สำนักงานเขตสายไหม,แผนงานพัฒนาชุมชน,ประจำ,35078300.0
สำนักงานเขตสายไหม,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5305800.0
สำนักงานเขตสายไหม,แผนงานบริหารการศึกษา,ประจำ,115397400.0
สำนักงานเขตคันนายาว,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,33771100.0
สำนักงานเขตคันนายาว,แผนงานบริหารการคลัง,ประจำ,10292500.0
สำนักงานเขตคันนายาว,แผนงานรักษาความสะอาด,ประจำ,93434900.0
สำนักงานเขตคันนายาว,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,11691900.0
สำนักงานเขตคันนายาว,แผนงานการโยธา,ประจำ,30263400.0
สำนักงานเขตคันนายาว,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,15713200.0
สำนักงานเขตคันนายาว,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,27699900.0
สำนักงานเขตคันนายาว,แผนงานพัฒนาชุมชน,ประจำ,19530400.0
สำนักงานเขตคันนายาว,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,6770300.0
สำนักงานเขตคันนายาว,แผนงานบริหารการศึกษา,ประจำ,24871300.0
สำนักงานเขตสะพานสูง,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,22570900.0
สำนักงานเขตสะพานสูง,แผนงานบริหารการคลัง,ประจำ,9435700.0
สำนักงานเขตสะพานสูง,แผนงานรักษาความสะอาด,ประจำ,74860500.0
สำนักงานเขตสะพานสูง,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,12363600.0
สำนักงานเขตสะพานสูง,แผนงานการโยธา,ประจำ,56597300.0
สำนักงานเขตสะพานสูง,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,24229900.0
สำนักงานเขตสะพานสูง,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,24499900.0
สำนักงานเขตสะพานสูง,แผนงานพัฒนาชุมชน,ประจำ,54007800.0
สำนักงานเขตสะพานสูง,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5720500.0
สำนักงานเขตสะพานสูง,แผนงานบริหารการศึกษา,ประจำ,51014900.0
สำนักงานเขตวังทองหลาง,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,26266000.0
สำนักงานเขตวังทองหลาง,แผนงานบริหารการคลัง,ประจำ,9500800.0
สำนักงานเขตวังทองหลาง,แผนงานรักษาความสะอาด,ประจำ,120257200.0
สำนักงานเขตวังทองหลาง,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,13243600.0
สำนักงานเขตวังทองหลาง,แผนงานการโยธา,ประจำ,75970400.0
สำนักงานเขตวังทองหลาง,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,16067600.0
สำนักงานเขตวังทองหลาง,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,19244200.0
สำนักงานเขตวังทองหลาง,แผนงานพัฒนาชุมชน,ประจำ,21240400.0
สำนักงานเขตวังทองหลาง,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,4550000.0
สำนักงานเขตวังทองหลาง,แผนงานบริหารการศึกษา,ประจำ,22310800.0
สำนักงานเขตคลองสามวา,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,25853300.0
สำนักงานเขตคลองสามวา,แผนงานบริหารการคลัง,ประจำ,11811900.0
สำนักงานเขตคลองสามวา,แผนงานรักษาความสะอาด,ประจำ,101714900.0
สำนักงานเขตคลองสามวา,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,13387500.0
สำนักงานเขตคลองสามวา,แผนงานการโยธา,ประจำ,74626700.0
สำนักงานเขตคลองสามวา,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,20093400.0
สำนักงานเขตคลองสามวา,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,28242700.0
สำนักงานเขตคลองสามวา,แผนงานพัฒนาชุมชน,ประจำ,29282300.0
สำนักงานเขตคลองสามวา,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5570900.0
สำนักงานเขตคลองสามวา,แผนงานบริหารการศึกษา,ประจำ,149533400.0
สำนักงานเขตบางนา,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,25492400.0
สำนักงานเขตบางนา,แผนงานบริหารการคลัง,ประจำ,9777900.0
สำนักงานเขตบางนา,แผนงานรักษาความสะอาด,ประจำ,109600900.0
สำนักงานเขตบางนา,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,13736100.0
สำนักงานเขตบางนา,แผนงานการโยธา,ประจำ,32924900.0
สำนักงานเขตบางนา,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,8188200.0
สำนักงานเขตบางนา,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,19600000.0
สำนักงานเขตบางนา,แผนงานพัฒนาชุมชน,ประจำ,19068200.0
สำนักงานเขตบางนา,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5727400.0
สำนักงานเขตบางนา,แผนงานบริหารการศึกษา,ประจำ,68858000.0
สำนักงานเขตทวีวัฒนา,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,24384300.0
สำนักงานเขตทวีวัฒนา,แผนงานบริหารการคลัง,ประจำ,10018000.0
สำนักงานเขตทวีวัฒนา,แผนงานรักษาความสะอาด,ประจำ,105012400.0
สำนักงานเขตทวีวัฒนา,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,14835700.0
สำนักงานเขตทวีวัฒนา,แผนงานการโยธา,ประจำ,76003600.0
สำนักงานเขตทวีวัฒนา,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,10845200.0
สำนักงานเขตทวีวัฒนา,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,41109600.0
สำนักงานเขตทวีวัฒนา,แผนงานพัฒนาชุมชน,ประจำ,20829200.0
สำนักงานเขตทวีวัฒนา,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,8557000.0
สำนักงานเขตทวีวัฒนา,แผนงานบริหารการศึกษา,ประจำ,64584600.0
สำนักงานเขตทุ่งครุ,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,28571900.0
สำนักงานเขตทุ่งครุ,แผนงานบริหารการคลัง,ประจำ,10107700.0
สำนักงานเขตทุ่งครุ,แผนงานรักษาความสะอาด,ประจำ,104100400.0
สำนักงานเขตทุ่งครุ,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,13815300.0
สำนักงานเขตทุ่งครุ,แผนงานการโยธา,ประจำ,98895900.0
สำนักงานเขตทุ่งครุ,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,13085000.0
สำนักงานเขตทุ่งครุ,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,16023300.0
สำนักงานเขตทุ่งครุ,แผนงานพัฒนาชุมชน,ประจำ,21994200.0
สำนักงานเขตทุ่งครุ,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5944400.0
สำนักงานเขตทุ่งครุ,แผนงานบริหารการศึกษา,ประจำ,80685900.0
สำนักงานเขตบางบอน,แผนงานบริหารงานปกครองและทะเบียน,ประจำ,24233900.0
สำนักงานเขตบางบอน,แผนงานบริหารการคลัง,ประจำ,10549200.0
สำนักงานเขตบางบอน,แผนงานรักษาความสะอาด,ประจำ,115432400.0
สำนักงานเขตบางบอน,แผนงานรักษาความเป็นระเบียบเรียบร้อย,ประจำ,14871300.0
สำนักงานเขตบางบอน,แผนงานการโยธา,ประจำ,40701700.0
สำนักงานเขตบางบอน,แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม,ประจำ,15107200.0
สำนักงานเขตบางบอน,แผนงานพัฒนาสภาวะสิ่งแวดล้อม,ประจำ,28320300.0
สำนักงานเขตบางบอน,แผนงานพัฒนาชุมชน,ประจำ,11878200.0
สำนักงานเขตบางบอน,แผนงานอนามัยสิ่งแวดล้อม,ประจำ,5956600.0
สำนักงานเขตบางบอน,แผนงานบริหารการศึกษา,ประจำ,85570200.0
มหาวิทยาลัยนวมินทราธิราช,แผนงานบริหารทั่วไป,ประจำ,3134633000.0
สำนักงานสถานธนานุบาลกรุงเทพมหานคร,งบกลาง,ประจำ,11000000.0
สำนักงานสถานธนานุบาลกรุงเทพมหานคร,แผนงานการพาณิชย์ของกรุงเทพมหานคร,ประจำ,131828000.0
สำนักงานสถานธนานุบาลกรุงเทพมหานคร,แผนงานการพาณิชย์ของกรุงเทพมหานคร,พิเศษ,82500000.0
สำนักงานตลาดกรุงเทพมหานคร,งบกลาง,ประจำ,6313300.0
สำนักงานตลาดกรุงเทพมหานคร,แผนงานการพาณิชย์ของกรุงเทพมหานคร,ประจำ,127818700.0
สำนักงานตลาดกรุงเทพมหานคร,งบกลาง,พิเศษ,30000000.0
สำนักงานตลาดกรุงเทพมหานคร,แผนงานการพาณิชย์ของกรุงเทพมหานคร,พิเศษ,3135000.0
